time,acc_x
2.825,-1.002219727648758e-08
2.826,-7.452901405221133e-09
2.827,-4.832035784322431e-09
2.828,-2.158897454792821e-09
2.829,5.665708152922701e-10
2.83,3.344517900956518e-09
2.831,6.175697239654432e-09
2.832,9.060169467200564e-09
2.833,1.19981819482551e-08
2.834,1.499007162470845e-08
2.835,1.80364133011853e-08
2.836,2.113756179417388e-08
2.837,2.429322905271802e-08
2.838,2.750419581838103e-08
2.839,3.077071218617656e-08
2.84,3.226568028066508e-08
2.841,3.352344519801531e-08
2.842,3.475822730953101e-08
2.843,3.596817365460975e-08
2.844,3.715277828973337e-08
2.845,3.831090336411068e-08
2.846,3.944114811211366e-08
2.847,4.054293758173775e-08
2.848,4.161481216980501e-08
2.849,4.265576904453941e-08
2.85,4.366490701819089e-08
2.851,4.46411164057269e-08
2.852,4.558286071728621e-08
2.853,4.648938097521651e-08
2.854,4.735959980810933e-08
2.855,4.819207425148401e-08
2.856,4.898571759748983e-08
2.857,4.973949089995625e-08
2.858,5.045224535244661e-08
2.859,5.112283202377404e-08
2.86,5.174998407880504e-08
2.861,5.233233610422687e-08
2.862,5.286887539661274e-08
2.863,5.335827237133643e-08
2.864,5.379935292035826e-08
2.865,5.419103532271313e-08
2.866,5.453208269371302e-08
2.867,5.48208356933979e-08
2.868,5.505635985662319e-08
2.869,5.523698418709133e-08
2.87,5.536238268045354e-08
2.871,5.543015398876207e-08
2.872,5.543970269338908e-08
2.873,5.538938960360825e-08
2.874,5.527788867248548e-08
2.875,5.5104277567585e-08
2.876,5.486659958417803e-08
2.877,5.456407703099421e-08
2.878,5.419489047432612e-08
2.879,5.375794944628607e-08
2.88,5.325168756993052e-08
2.881,5.267499713557702e-08
2.882,5.202635316684794e-08
2.883,5.130433163522547e-08
2.884,5.050755532820533e-08
2.885,4.963442915429906e-08
2.886,4.868346278875215e-08
2.887,4.765388682442341e-08
2.888,4.654352108761671e-08
2.889,4.535117185626709e-08
2.89,4.407522321611588e-08
2.891,4.271451956652427e-08
2.892,4.126733542320139e-08
2.893,3.973240261299263e-08
2.894,3.810766585101394e-08
2.895,3.639226943203362e-08
2.896,3.458446198063806e-08
2.897,3.268243380549438e-08
2.898,3.068490054594235e-08
2.899,2.859035519327084e-08
2.9,2.639707926615818e-08
2.901,2.410366210469595e-08
2.902,2.170853503920095e-08
2.903,1.920981018079151e-08
2.904,1.660616808409636e-08
2.905,1.389607346799924e-08
2.906,1.10776215237392e-08
2.907,8.149276069792674e-09
2.908,5.10974428683476e-09
2.909,1.957004190005615e-09
2.91,-1.310811121322528e-09
2.911,-4.694798392134797e-09
2.912,-8.196992039285641e-09
2.913,-1.181896604125937e-08
2.914,-1.556219001573863e-08
2.915,-1.942887733432318e-08
2.916,-2.342029528588809e-08
2.917,-2.753840473405552e-08
2.918,-3.178469886320963e-08
2.919,-3.616093294712901e-08
2.92,-4.066923533850687e-08
2.921,-4.531106024317726e-08
2.922,-5.008813117008095e-08
2.923,-5.500222396626628e-08
2.924,-6.005542905818951e-08
2.925,-6.524912480571274e-08
2.926,-7.058556697900359e-08
2.927,-7.606598099452586e-08
2.928,-8.169243121052761e-08
2.929,-8.746708355234196e-08
2.93,-9.339154598106578e-08
2.931,-9.946732073634352e-08
2.932,-1.056965938132511e-07
2.933,-1.120813993700907e-07
2.934,-1.18623465099876e-07
2.935,-1.218675792453453e-07
2.936,-1.229143148054111e-07
2.937,-1.239031402710626e-07
2.938,-1.24832748433734e-07
2.939,-1.257011347319716e-07
2.94,-1.265063113787972e-07
2.941,-1.272463186172129e-07
2.942,-1.279198788626569e-07
2.943,-1.285244576032922e-07
2.944,-1.29057927583998e-07
2.945,-1.295190492576219e-07
2.946,-1.29905528526353e-07
2.947,-1.302154385861227e-07
